antecedents,consequents,support,confidence,lift
"Frozen Fruit, Baby Food, Diapers",Ice Cream,0.003006012024048096,1.0,12.170731707317074
"Dish Soap, Ice Cream",Frozen Fruit,0.003006012024048096,1.0,8.60344827586207
"Toothpaste, Dish Soap",Toothbrushes,0.004008016032064128,1.0,10.288659793814434
"Eggs, Peppers, Coffee",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Tomatoes, Eggs, Coffee",Peppers,0.003006012024048096,1.0,12.170731707317074
"Honey, Cleaning Supplies, Paper Towels",Tea,0.003006012024048096,1.0,8.180327868852459
"Honey, Soy Sauce",Tea,0.00501002004008016,1.0,8.180327868852459
"Apples, Milk, Soy Sauce",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Coffee, Jam",Bread,0.003006012024048096,1.0,14.056338028169014
"Frozen Fruit, Wheat",Baby Bottles,0.004008016032064128,1.0,10.617021276595745
"Baby Bottles, Ice Cream",Frozen Fruit,0.004008016032064128,1.0,8.60344827586207
"Tea, Butter, Broccoli",Milk,0.003006012024048096,1.0,12.170731707317074
"Apples, Yogurt, Tea",Cookies,0.004008016032064128,1.0,13.306666666666665
"Cookies, Yogurt, Oranges",Apples,0.004008016032064128,1.0,12.320987654320987
"Toilet Paper, Conditioner",Shampoo,0.004008016032064128,1.0,12.320987654320987
"Crackers, Rice",Olive Oil,0.003006012024048096,1.0,9.784313725490195
"Milk, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Crackers, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Diapers, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Dish Soap, Granola",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Bread, Pasta",Milk,0.003006012024048096,1.0,12.170731707317074
"Peppers, Jam",Bread,0.003006012024048096,1.0,14.056338028169014
"Milk, Jam",Bread,0.00501002004008016,1.0,14.056338028169014
"Tomatoes, Bread",Peppers,0.003006012024048096,1.0,12.170731707317074
"Bread, Pasta",Tomato Sauce,0.003006012024048096,1.0,41.583333333333336
"Bread, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Tomato Sauce, Bread",Milk,0.003006012024048096,1.0,12.170731707317074
"Milk, Tomato Sauce",Bread,0.003006012024048096,1.0,14.056338028169014
"Yogurt, Cakes, Oranges",Apples,0.003006012024048096,1.0,12.320987654320987
"Apples, Butter, Milk",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Apples, Yogurt, Butter",Milk,0.003006012024048096,1.0,12.170731707317074
"Bananas, Yogurt, Soy Sauce",Apples,0.003006012024048096,1.0,12.320987654320987
"Frozen Vegetables, Conditioner",Shampoo,0.004008016032064128,1.0,12.320987654320987
"Frozen Fruit, Conditioner",Shampoo,0.00501002004008016,1.0,12.320987654320987
"Crackers, Conditioner",Shampoo,0.00501002004008016,1.0,12.320987654320987
"Conditioner, Tissues",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Tea, Conditioner",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Conditioner, Soy Sauce",Shampoo,0.004008016032064128,1.0,12.320987654320987
"Conditioner, Peppers",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Pastries, Conditioner",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Conditioner, Paper Towels",Shampoo,0.004008016032064128,1.0,12.320987654320987
"Conditioner, Oranges",Shampoo,0.00501002004008016,1.0,12.320987654320987
"Conditioner, Olive Oil",Shampoo,0.00501002004008016,1.0,12.320987654320987
"Apples, Conditioner",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Cleaning Supplies, Granola",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Honey, Cleaning Supplies",Tea,0.004008016032064128,1.0,8.180327868852459
"Conditioner, Coffee",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Onions, Skincare Products",Tomatoes,0.004008016032064128,1.0,14.895522388059701
"Onions, Paper Towels",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Cleaning Supplies, Ice Cream, Paper Towels",Frozen Fruit,0.003006012024048096,1.0,8.60344827586207
"Cookies, Chips, Crackers",Soda,0.003006012024048096,1.0,9.504761904761905
"Tomato Sauce, Coffee",Pasta,0.004008016032064128,1.0,16.633333333333333
"Garlic, Conditioner",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Apples, Bananas, Soy Sauce",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Yogurt, Pineapples","Apples, Bananas",0.003006012024048096,1.0,33.266666666666666
"Bananas, Yogurt, Pineapples",Apples,0.003006012024048096,1.0,12.320987654320987
"Apples, Yogurt, Pineapples",Bananas,0.003006012024048096,1.0,11.880952380952381
"Broccoli, Ice Cream",Frozen Fruit,0.006012024048096192,1.0,8.60344827586207
"Toothpaste, Pineapples, Butter",Toothbrushes,0.003006012024048096,1.0,10.288659793814434
"Baby Bottles, Conditioner",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Apples, Bananas, Rice",Olive Oil,0.003006012024048096,1.0,9.784313725490195
"Bananas, Yogurt, Milk",Apples,0.003006012024048096,1.0,12.320987654320987
"Wine, Soy Sauce",Cheese,0.004008016032064128,1.0,13.306666666666665
"Honey, Chips",Tea,0.00501002004008016,1.0,8.180327868852459
"Tomato Sauce, Oranges",Pasta,0.003006012024048096,1.0,16.633333333333333
"Onions, Wheat",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Tomatoes, Wheat",Onions,0.003006012024048096,1.0,41.583333333333336
"Onions, Vinegar",Tomatoes,0.004008016032064128,1.0,14.895522388059701
"Onions, Soda",Tomatoes,0.004008016032064128,1.0,14.895522388059701
"Apples, Granola",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Apples, Frozen Vegetables",Rice,0.004008016032064128,1.0,11.880952380952381
"Eggs, Cheese",Butter,0.004008016032064128,1.0,9.072727272727272
"Toothpaste, Shampoo",Toothbrushes,0.003006012024048096,1.0,10.288659793814434
"Rubbing Alcohol, Toothbrushes",Toothpaste,0.003006012024048096,1.0,12.794871794871796
"Toothpaste, Rubbing Alcohol",Toothbrushes,0.003006012024048096,1.0,10.288659793814434
"Apples, Wipes",Tea,0.003006012024048096,1.0,8.180327868852459
"Pineapples, Butter, Toothbrushes",Toothpaste,0.003006012024048096,1.0,12.794871794871796
"Soda, Tomato Sauce",Pasta,0.004008016032064128,1.0,16.633333333333333
"Shampoo, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Tomato Sauce, Paper Towels",Pasta,0.004008016032064128,1.0,16.633333333333333
"Salt, Wine",Cheese,0.003006012024048096,1.0,13.306666666666665
"Tomato Sauce, Cheese",Pasta,0.003006012024048096,1.0,16.633333333333333
"Cookies, Soda, Chips",Crackers,0.003006012024048096,1.0,12.320987654320987
"Garlic, Pasta, Cheese",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Yogurt, Pasta, Cheese",Garlic,0.003006012024048096,1.0,11.741176470588234
"Yogurt, Garlic, Pasta",Cheese,0.003006012024048096,1.0,13.306666666666665
"Yogurt, Garlic, Cheese",Pasta,0.003006012024048096,1.0,16.633333333333333
"Toothpaste, Wine",Cheese,0.003006012024048096,1.0,13.306666666666665
"Toothpaste, Rice",Soy Sauce,0.004008016032064128,1.0,8.831858407079645
"Onions, Butter",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Cookies, Cheese, Crackers",Soda,0.003006012024048096,1.0,9.504761904761905
"Cookies, Soda, Cheese",Crackers,0.003006012024048096,1.0,12.320987654320987
"Shampoo, Peppers, Carrots",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Tomatoes, Shampoo, Carrots",Peppers,0.003006012024048096,1.0,12.170731707317074
"Tomatoes, Toilet Paper",Peppers,0.003006012024048096,1.0,12.170731707317074
"Cakes, Granola",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Celery, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Celery, Diapers",Ice Cream,0.003006012024048096,1.0,12.170731707317074
"Yogurt, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Wheat, Tomato Sauce",Pasta,0.003006012024048096,1.0,16.633333333333333
"Pasta, Tissues",Tomato Sauce,0.003006012024048096,1.0,41.583333333333336
"Tomato Sauce, Tissues",Pasta,0.003006012024048096,1.0,16.633333333333333
"Conditioner, Cheese",Shampoo,0.003006012024048096,1.0,12.320987654320987
"Crackers, Skincare Products",Cheese,0.003006012024048096,1.0,13.306666666666665
"Granola, Cheese",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Ice Cream, Cheese",Frozen Fruit,0.003006012024048096,1.0,8.60344827586207
"Dish Soap, Wine",Cheese,0.003006012024048096,1.0,13.306666666666665
"Tomato Sauce, Canned Fish",Pasta,0.004008016032064128,1.0,16.633333333333333
"Pineapples, Carrots",Celery,0.004008016032064128,1.0,11.880952380952381
"Chips, Carrots",Celery,0.003006012024048096,1.0,11.880952380952381
"Watermelons, Carrots",Celery,0.003006012024048096,1.0,11.880952380952381
"Yogurt, Pineapples",Apples,0.003006012024048096,1.0,12.320987654320987
"Honey, Carrots",Tea,0.003006012024048096,1.0,8.180327868852459
"Toothpaste, Juice, Oranges",Toothbrushes,0.003006012024048096,1.0,10.288659793814434
"Frozen Vegetables, Oranges, Olive Oil",Rice,0.003006012024048096,1.0,11.880952380952381
"Rice, Peppers, Olive Oil",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Tomatoes, Peppers, Rice",Olive Oil,0.003006012024048096,1.0,9.784313725490195
"Tomato Sauce, Baby Food",Pasta,0.003006012024048096,1.0,16.633333333333333
"Butter, Milk, Olive Oil",Bread,0.003006012024048096,1.0,14.056338028169014
"Granola, Ice Cream",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Salt, Frozen Vegetables",Pepper,0.004008016032064128,1.0,11.880952380952381
"Sugar, Soy Sauce",Frozen Vegetables,0.004008016032064128,1.0,14.676470588235295
"Rubbing Alcohol, Frozen Vegetables",Soy Sauce,0.003006012024048096,1.0,8.831858407079645
Wine,Cheese,0.018036072144288578,1.0,13.306666666666665
Granola,Yogurt,0.022044088176352707,1.0,14.056338028169014
Conditioner,Shampoo,0.031062124248496994,1.0,12.320987654320987
"Onions, Garlic",Tomatoes,0.003006012024048096,1.0,14.895522388059701
"Garlic, Granola",Yogurt,0.003006012024048096,1.0,14.056338028169014
"Juice, Toothbrushes, Oranges",Toothpaste,0.003006012024048096,1.0,12.794871794871796
"Pepper, Frozen Fruit",Ice Cream,0.008016032064128256,0.8888888888888887,10.81842818428184
"Salt, Frozen Fruit",Ice Cream,0.0070140280561122245,0.8750000000000001,10.64939024390244
"Toothpaste, Frozen Fruit",Toothbrushes,0.0070140280561122245,0.8750000000000001,9.00257731958763
"Chips, Ice Cream",Frozen Fruit,0.006012024048096192,0.8571428571428571,7.374384236453201
"Honey, Sugar",Tea,0.006012024048096192,0.8571428571428571,7.011709601873536
"Honey, Pepper",Tea,0.006012024048096192,0.8571428571428571,7.011709601873536
"Sugar, Frozen Fruit",Ice Cream,0.006012024048096192,0.8571428571428571,10.432055749128919
"Crackers, Chips",Soda,0.00501002004008016,0.8333333333333333,7.92063492063492
"Frozen Vegetables, Olive Oil",Rice,0.01002004008016032,0.8333333333333333,9.90079365079365
"Wheat, Popcorn",Chips,0.00501002004008016,0.8333333333333333,11.238738738738737
"Crackers, Toothbrushes",Toothpaste,0.00501002004008016,0.8333333333333333,10.662393162393162
"Watermelons, Ice Cream",Frozen Fruit,0.00501002004008016,0.8333333333333333,7.169540229885056
"Eggs, Ice Cream",Frozen Fruit,0.00501002004008016,0.8333333333333333,7.169540229885056
"Frozen Fruit, Watermelons",Ice Cream,0.00501002004008016,0.8333333333333333,10.142276422764226
"Tea, Ice Cream",Frozen Fruit,0.00501002004008016,0.8333333333333333,7.169540229885056
"Skincare Products, Ice Cream",Frozen Fruit,0.00501002004008016,0.8333333333333333,7.169540229885056
"Bananas, Yogurt",Apples,0.012024048096192385,0.8,9.856790123456792
"Sugar, Frozen Vegetables",Soy Sauce,0.004008016032064128,0.7999999999999999,7.065486725663716
"Ice Cream, Canned Fish",Frozen Fruit,0.004008016032064128,0.7999999999999999,6.882758620689654
"Soda, Cheese",Crackers,0.004008016032064128,0.7999999999999999,9.85679012345679
"Frozen Vegetables, Carrots",Soy Sauce,0.004008016032064128,0.7999999999999999,7.065486725663716
"Rubbing Alcohol, Carrots",Celery,0.004008016032064128,0.7999999999999999,9.504761904761905
"Toothpaste, Butter",Toothbrushes,0.008016032064128256,0.7999999999999999,8.230927835051546
"Toilet Paper, Chips",Soda,0.004008016032064128,0.7999999999999999,7.603809523809524
"Sugar, Baby Bottles",Wipes,0.004008016032064128,0.7999999999999999,14.007017543859648
"Bread, Cheese",Butter,0.004008016032064128,0.7999999999999999,7.258181818181818
"Tea, Yogurt, Cookies",Apples,0.004008016032064128,0.7999999999999999,9.85679012345679
"Garlic, Ice Cream",Frozen Fruit,0.004008016032064128,0.7999999999999999,6.882758620689654
"Cookies, Bleach",Coffee,0.004008016032064128,0.7999999999999999,8.404210526315788
"Cookies, Watermelons",Coffee,0.004008016032064128,0.7999999999999999,8.404210526315788
"Oranges, Rice",Olive Oil,0.004008016032064128,0.7999999999999999,7.827450980392156
"Cookies, Rice",Tea,0.004008016032064128,0.7999999999999999,6.544262295081967
"Cookies, Sugar",Tea,0.004008016032064128,0.7999999999999999,6.544262295081967
"Sugar, Salt, Ice Cream",Frozen Fruit,0.004008016032064128,0.7999999999999999,6.882758620689654
"Bananas, Salt",Sugar,0.004008016032064128,0.7999999999999999,9.504761904761905
"Rubbing Alcohol, Chips",Soda,0.004008016032064128,0.7999999999999999,7.603809523809524
"Shampoo, Milk",Butter,0.004008016032064128,0.7999999999999999,7.258181818181818
"Ice Cream, Tissues",Frozen Fruit,0.004008016032064128,0.7999999999999999,6.882758620689654
"Cookies, Soy Sauce",Tea,0.0070140280561122245,0.7777777777777778,6.362477231329691
"Crackers, Olive Oil",Cheese,0.006012024048096192,0.75,9.979999999999999
"Honey, Cheese",Crackers,0.003006012024048096,0.75,9.24074074074074
"Rice, Carrots",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Crackers, Soda, Cheese",Cookies,0.003006012024048096,0.75,9.979999999999999
"Peppers, Rice",Tomatoes,0.003006012024048096,0.75,11.171641791044776
"Skincare Products, Canned Fish",Shampoo,0.003006012024048096,0.75,9.24074074074074
"Toilet Paper, Frozen Vegetables",Soy Sauce,0.006012024048096192,0.75,6.623893805309734
"Tissues, Rice",Garlic,0.003006012024048096,0.75,8.805882352941177
"Vinegar, Rice",Frozen Vegetables,0.003006012024048096,0.75,11.007352941176471
"Yogurt, Ice Cream",Granola,0.003006012024048096,0.75,34.02272727272727
"Milk, Bread, Olive Oil",Butter,0.003006012024048096,0.75,6.804545454545455
"Wipes, Soda, Butter",Bread,0.003006012024048096,0.75,10.54225352112676
"Apples, Vinegar",Oranges,0.003006012024048096,0.75,7.5606060606060606
"Wipes, Carrots",Celery,0.003006012024048096,0.75,8.910714285714286
"Salt, Garlic",Pepper,0.003006012024048096,0.75,8.910714285714286
"Rice, Oranges, Olive Oil",Frozen Vegetables,0.003006012024048096,0.75,11.007352941176471
"Tomatoes, Rice, Olive Oil",Peppers,0.003006012024048096,0.75,9.128048780487806
"Wipes, Soda, Bread",Butter,0.003006012024048096,0.75,6.804545454545455
"Wipes, Butter, Bread",Soda,0.003006012024048096,0.75,7.128571428571429
"Soda, Baby Food",Diapers,0.006012024048096192,0.75,12.475
"Bananas, Chips",Soda,0.006012024048096192,0.75,7.128571428571429
"Tomatoes, Peppers, Olive Oil",Rice,0.003006012024048096,0.75,8.910714285714286
"Cookies, Yogurt",Apples,0.006012024048096192,0.75,9.24074074074074
"Salt, Oranges",Pepper,0.003006012024048096,0.75,8.910714285714286
"Apples, Bananas, Milk",Yogurt,0.003006012024048096,0.75,10.54225352112676
"Shampoo, Chips",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Yogurt, Salt",Sugar,0.003006012024048096,0.75,8.910714285714286
"Cleaning Supplies, Oranges",Butter,0.003006012024048096,0.75,6.804545454545455
"Shampoo, Soda",Skincare Products,0.003006012024048096,0.75,8.703488372093023
"Wipes, Toothbrushes",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Apples, Bananas, Pineapples",Yogurt,0.003006012024048096,0.75,10.54225352112676
"Bananas, Rice","Apples, Olive Oil",0.003006012024048096,0.75,68.04545454545455
"Honey, Tea, Cleaning Supplies",Paper Towels,0.003006012024048096,0.75,8.316666666666666
"Apples, Yogurt, Milk",Bananas,0.003006012024048096,0.75,8.910714285714286
"Toothpaste, Butter, Milk",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Skincare Products, Cheese",Crackers,0.003006012024048096,0.75,9.24074074074074
"Cakes, Coffee",Cookies,0.003006012024048096,0.75,9.979999999999999
"Pineapples, Salt",Pepper,0.003006012024048096,0.75,8.910714285714286
"Wheat, Rice",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Toothpaste, Paper Towels",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Peppers, Paper Towels",Tomatoes,0.003006012024048096,0.75,11.171641791044776
"Honey, Cheese",Olive Oil,0.003006012024048096,0.75,7.338235294117647
"Yogurt, Olive Oil",Apples,0.003006012024048096,0.75,9.24074074074074
"Rubbing Alcohol, Sugar",Salt,0.003006012024048096,0.75,13.131578947368421
"Diapers, Bleach",Baby Bottles,0.003006012024048096,0.75,7.962765957446809
"Wipes, Salt",Sugar,0.003006012024048096,0.75,8.910714285714286
"Tomatoes, Peppers, Carrots",Shampoo,0.003006012024048096,0.75,9.24074074074074
"Toothpaste, Popcorn",Toothbrushes,0.006012024048096192,0.75,7.716494845360825
"Toothbrushes, Cheese",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Cakes, Frozen Vegetables",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Tomatoes, Vinegar",Peppers,0.006012024048096192,0.75,9.128048780487806
"Apples, Toothbrushes",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Apples, Wheat",Yogurt,0.003006012024048096,0.75,10.54225352112676
"Tomatoes, Shampoo, Peppers",Carrots,0.003006012024048096,0.75,12.07258064516129
"Cookies, Wipes",Tea,0.003006012024048096,0.75,6.135245901639345
"Crackers, Ice Cream",Frozen Fruit,0.003006012024048096,0.75,6.452586206896552
"Bananas, Rice",Apples,0.003006012024048096,0.75,9.24074074074074
"Juice, Peppers",Tomatoes,0.003006012024048096,0.75,11.171641791044776
"Apples, Carrots",Broccoli,0.003006012024048096,0.75,9.848684210526315
"Carrots, Popcorn",Broccoli,0.003006012024048096,0.75,9.848684210526315
"Apples, Cakes, Yogurt",Oranges,0.003006012024048096,0.75,7.5606060606060606
"Yogurt, Butter, Milk",Apples,0.003006012024048096,0.75,9.24074074074074
"Apples, Sugar",Bananas,0.006012024048096192,0.75,8.910714285714286
"Apples, Shampoo",Conditioner,0.003006012024048096,0.75,24.14516129032258
"Apples, Yogurt, Milk",Butter,0.003006012024048096,0.75,6.804545454545455
"Honey, Tea, Paper Towels",Cleaning Supplies,0.003006012024048096,0.75,10.847826086956522
"Yogurt, Chips",Soda,0.003006012024048096,0.75,7.128571428571429
"Cleaning Supplies, Toothbrushes",Paper Towels,0.003006012024048096,0.75,8.316666666666666
"Honey, Cleaning Supplies",Paper Towels,0.003006012024048096,0.75,8.316666666666666
"Peppers, Rice",Olive Oil,0.003006012024048096,0.75,7.338235294117647
"Apples, Bananas, Olive Oil",Rice,0.003006012024048096,0.75,8.910714285714286
"Bananas, Rice, Olive Oil",Apples,0.003006012024048096,0.75,9.24074074074074
"Broccoli, Cheese",Crackers,0.003006012024048096,0.75,9.24074074074074
"Honey, Tissues",Tea,0.006012024048096192,0.75,6.135245901639345
"Honey, Cleaning Supplies","Tea, Paper Towels",0.003006012024048096,0.75,74.85000000000001
"Tea, Cleaning Supplies, Paper Towels",Honey,0.003006012024048096,0.75,12.27049180327869
"Tomatoes, Peppers, Coffee",Eggs,0.003006012024048096,0.75,9.128048780487806
"Tomatoes, Eggs, Peppers",Coffee,0.003006012024048096,0.75,7.878947368421053
"Salt, Dish Soap",Sugar,0.003006012024048096,0.75,8.910714285714286
"Frozen Fruit, Baby Food, Ice Cream",Diapers,0.003006012024048096,0.75,12.475
"Tea, Milk, Broccoli",Butter,0.003006012024048096,0.75,6.804545454545455
"Tea, Butter, Milk",Broccoli,0.003006012024048096,0.75,9.848684210526315
"Chips, Bread",Popcorn,0.003006012024048096,0.75,8.703488372093023
"Apples, Yogurt, Milk",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Yogurt, Milk, Soy Sauce",Apples,0.003006012024048096,0.75,9.24074074074074
"Butter, Milk, Broccoli",Tea,0.003006012024048096,0.75,6.135245901639345
"Cleaning Supplies, Corn",Bleach,0.003006012024048096,0.75,8.135869565217392
"Soda, Butter, Chips",Bananas,0.003006012024048096,0.75,8.910714285714286
"Honey, Soda",Tea,0.003006012024048096,0.75,6.135245901639345
"Shampoo, Ice Cream",Frozen Fruit,0.003006012024048096,0.75,6.452586206896552
"Frozen Fruit, Rice",Ice Cream,0.003006012024048096,0.75,9.128048780487806
"Diapers, Soy Sauce",Rice,0.003006012024048096,0.75,8.910714285714286
"Cleaning Supplies, Soy Sauce",Bleach,0.003006012024048096,0.75,8.135869565217392
"Ice Cream, Popcorn",Frozen Fruit,0.006012024048096192,0.75,6.452586206896552
"Diapers, Rice",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Frozen Fruit, Diapers, Ice Cream",Baby Food,0.003006012024048096,0.75,10.395833333333332
"Frozen Fruit, Rice",Soy Sauce,0.003006012024048096,0.75,6.623893805309734
"Toothpaste, Toothbrushes, Bread",Butter,0.003006012024048096,0.75,6.804545454545455
"Frozen Vegetables, Bleach",Cleaning Supplies,0.003006012024048096,0.75,10.847826086956522
"Toothpaste, Bananas, Soy Sauce",Toothbrushes,0.003006012024048096,0.75,7.716494845360825
"Butter, Bread, Toothbrushes",Toothpaste,0.003006012024048096,0.75,9.596153846153847
"Cleaning Supplies, Frozen Vegetables",Bleach,0.003006012024048096,0.75,8.135869565217392
"Vinegar, Ice Cream",Frozen Fruit,0.003006012024048096,0.75,6.452586206896552
"Apples, Baby Food",Bananas,0.003006012024048096,0.75,8.910714285714286
"Juice, Diapers",Baby Food,0.003006012024048096,0.75,10.395833333333332
"Yogurt, Frozen Fruit, Ice Cream",Granola,0.003006012024048096,0.75,34.02272727272727
"Yogurt, Ice Cream","Frozen Fruit, Granola",0.003006012024048096,0.75,249.5
"Tomatoes, Baby Food",Diapers,0.003006012024048096,0.75,12.475
"Dish Soap, Diapers",Baby Food,0.003006012024048096,0.75,10.395833333333332
"Shampoo, Yogurt",Granola,0.003006012024048096,0.75,34.02272727272727
"Dish Soap, Baby Food",Diapers,0.003006012024048096,0.75,12.475
